City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Sorland,NO,2022-01-31 00:03:08,67.667,12.6934,274.27,46,81,2.44
293,Nome,US,2022-01-31 00:03:09,64.5011,-165.4064,255.99,65,0,0.0
294,Yushala,RU,2022-01-31 00:03:09,57.0761,64.2601,256.01,97,100,1.38
295,Goure,NE,2022-01-31 00:03:10,13.9835,10.2704,290.94,15,4,4.65
296,Hambantota,LK,2022-01-31 00:03:10,6.1241,81.1185,297.36,88,18,5.07
297,Babu,CN,2022-01-31 00:03:11,24.4167,111.5167,278.3,91,100,2.19
298,Omboue,GA,2022-01-31 00:01:40,-1.5746,9.2618,298.95,86,96,2.2
299,Bulgan,MN,2022-01-31 00:03:11,48.8125,103.5347,249.59,88,4,1.77
300,Rio Gallegos,AR,2022-01-31 00:03:12,-51.6226,-69.2181,283.73,49,78,15.07
301,Cutro,IT,2022-01-31 00:03:12,39.0353,16.9819,283.74,66,0,1.32
302,Seoul,KR,2022-01-31 00:00:32,37.5683,126.9778,268.84,35,0,0.93
303,Mount Isa,AU,2022-01-31 00:03:13,-20.7333,139.5,299.02,94,75,6.17
304,Asyut,EG,2022-01-31 00:03:14,27.181,31.1837,282.17,45,1,3.09
305,Opunake,NZ,2022-01-31 00:03:14,-39.4556,173.8583,295.72,69,49,1.68
306,Aripuana,BR,2022-01-31 00:03:14,-9.1667,-60.6333,295.39,99,100,0.99
307,Menongue,AO,2022-01-31 00:03:15,-14.6585,17.691,289.97,88,100,1.44
308,Vernon,CA,2022-01-31 00:03:12,50.2581,-119.2691,274.89,70,100,1.34
309,Jasper,US,2022-01-31 00:03:15,37.2001,-94.3502,282.33,37,0,0.0
310,Trapani,IT,2022-01-31 00:00:36,37.8333,12.6667,286.25,83,75,5.64
311,Strelka,RU,2022-01-31 00:03:16,58.0728,93.0344,254.17,99,100,1.23
312,Camacha,PT,2022-01-30 23:58:37,33.0833,-16.3333,289.57,82,20,8.23
313,Christchurch,NZ,2022-01-30 23:58:12,-43.5333,172.6333,295.88,58,21,4.47
314,Ocampo,MX,2022-01-31 00:03:17,21.65,-101.5,295.53,20,29,4.08
315,San Quintin,MX,2022-01-31 00:03:17,30.4833,-115.95,290.19,54,1,4.6
316,Yulara,AU,2022-01-31 00:01:17,-25.2406,130.9889,296.07,88,100,6.1
317,Aykhal,RU,2022-01-31 00:03:18,66.0,111.5,243.07,100,85,1.92
318,Kraskino,RU,2022-01-31 00:03:19,42.7114,130.7794,263.03,65,2,3.11
319,Barra Patuca,HN,2022-01-31 00:03:19,15.8,-84.2833,296.13,71,83,6.46
320,Linares,CL,2022-01-31 00:03:27,-35.85,-71.6,295.58,40,0,5.4
321,San Ramon De La Nueva Oran,AR,2022-01-31 00:04:20,-23.1322,-64.326,300.56,51,19,0.93
322,Acarau,BR,2022-01-31 00:01:40,-2.8856,-40.12,298.42,82,100,4.26
323,Abulug,PH,2022-01-31 00:04:20,18.4453,121.4533,295.82,83,96,8.62
324,Sobolevo,RU,2022-01-31 00:04:21,54.4299,31.8996,271.69,98,99,2.11
325,Kadoma,JP,2022-01-31 00:04:21,34.7333,135.5833,278.14,62,18,3.29
326,Sinnamary,GF,2022-01-31 00:04:22,5.3833,-52.95,297.74,88,44,5.75
327,Bojnurd,IR,2022-01-31 00:04:22,37.4747,57.329,272.94,51,0,2.75
328,Nouadhibou,MR,2022-01-31 00:04:22,20.931,-17.0347,290.94,77,100,8.43
329,Mapiripan,CO,2022-01-31 00:04:23,2.8892,-72.1256,300.95,42,17,2.13
330,Udachnyy,RU,2022-01-30 23:59:42,66.4167,112.4,238.44,100,84,1.33
331,Broome,US,2022-01-31 00:04:23,42.2506,-75.833,263.36,74,0,2.68
332,Vila Velha,BR,2022-01-31 00:04:24,-20.3297,-40.2925,298.68,87,82,4.83
333,Zhangjiakou,CN,2022-01-31 00:04:24,40.81,114.8794,262.43,60,83,6.48
334,Balakhta,RU,2022-01-31 00:04:25,55.38,91.6,245.77,100,54,0.34
335,Mwene-Ditu,CD,2022-01-31 00:04:25,-7.0,23.45,291.56,95,99,0.96
336,Monterey,US,2022-01-31 00:00:04,36.2505,-121.2516,290.52,36,0,2.61
337,Vestmanna,FO,2022-01-31 00:04:26,62.1564,-7.1664,273.66,55,75,13.38
338,Yeppoon,AU,2022-01-31 00:04:26,-23.1333,150.7333,300.98,70,33,4.71
339,Bismarck,US,2022-01-31 00:03:59,46.8083,-100.7837,275.06,69,0,3.09
340,Te Anau,NZ,2022-01-31 00:04:09,-45.4167,167.7167,295.07,61,34,1.06
341,Anadyr,RU,2022-01-31 00:04:27,64.75,177.4833,247.59,75,0,3.0
342,Beringovskiy,RU,2022-01-31 00:04:27,63.05,179.3167,251.5,98,100,4.89
343,Pacific Grove,US,2022-01-31 00:04:28,36.6177,-121.9166,293.19,77,0,0.89
344,Margate,GB,2022-01-31 00:00:51,51.3813,1.3862,281.46,83,90,3.13
345,Saint-Gabriel,CA,2022-01-31 00:04:28,46.3001,-73.3824,257.51,100,86,1.72
346,Lasa,IT,2022-01-31 00:04:29,46.6166,10.7002,275.38,38,10,2.62
347,Pascagoula,US,2022-01-31 00:04:29,30.3658,-88.5561,287.18,77,0,2.57
348,Grand Gaube,MU,2022-01-31 00:04:30,-20.0064,57.6608,298.92,82,100,0.89
349,Babstovo,RU,2022-01-31 00:04:30,48.1167,132.4833,247.57,98,28,0.56
350,Cristalina,BR,2022-01-31 00:04:31,-16.7686,-47.6136,290.66,93,100,1.51
351,Acapulco,MX,2022-01-31 00:00:20,16.8634,-99.8901,300.57,65,1,3.0
352,Tarakan,ID,2022-01-31 00:04:31,3.3,117.6333,298.87,94,20,1.54
353,Mandalgovi,MN,2022-01-31 00:04:32,45.7625,106.2708,254.56,81,8,3.52
354,Araouane,ML,2022-01-31 00:04:32,18.9048,-3.5265,294.84,16,37,5.06
355,Santa Rosa,PH,2022-01-31 00:04:33,14.3122,121.1114,300.98,72,77,5.62
356,Mosterhamn,NO,2022-01-31 00:04:33,59.7,5.3833,275.19,71,100,3.65
357,Atar,MR,2022-01-31 00:04:33,20.5169,-13.0499,299.53,11,100,3.72
358,Kaniama,CD,2022-01-31 00:04:34,-7.5667,24.1833,291.46,95,95,1.08
359,Calbuco,CL,2022-01-31 00:01:43,-41.768,-73.1273,286.89,65,66,5.22
360,Rock Hill,US,2022-01-31 00:04:35,34.9249,-81.0251,280.47,46,0,0.0
361,Huilong,CN,2022-01-31 00:04:35,31.8111,121.655,276.44,66,9,2.29
362,Villazon,BO,2022-01-31 00:04:36,-22.0866,-65.5942,283.43,85,84,5.39
363,Coquimbo,CL,2022-01-31 00:04:06,-29.9533,-71.3436,291.22,85,36,3.04
364,Morro Bay,US,2022-01-31 00:04:36,35.3658,-120.8499,294.48,51,0,0.45
365,Gambela,ET,2022-01-31 00:04:37,8.25,34.5833,299.64,31,83,0.86
366,Gladstone,AU,2022-01-31 00:05:37,-23.85,151.25,303.11,58,40,4.12
367,Port Hawkesbury,CA,2022-01-31 00:05:37,45.6169,-61.3485,269.19,76,92,1.34
368,Vinhedo,BR,2022-01-31 00:05:13,-23.0297,-46.9753,293.46,94,100,2.06
369,Imelda,PH,2022-01-31 00:05:38,7.65,123.95,299.66,78,45,1.07
370,Najran,SA,2022-01-31 00:05:38,17.4924,44.1277,288.05,32,11,1.1
371,San Isidro,PE,2022-01-31 00:05:39,-12.1167,-77.05,295.94,80,0,3.09
372,Kindu,CD,2022-01-31 00:05:39,-2.95,25.95,295.06,88,100,1.1
373,Ardakan,IR,2022-01-31 00:05:40,32.31,54.0175,277.98,31,6,1.39
374,Garissa,KE,2022-01-31 00:05:40,-0.4536,39.6401,297.79,72,56,4.21
375,Suntar,RU,2022-01-31 00:05:41,62.1444,117.6319,244.56,100,82,1.61
376,Xining,CN,2022-01-31 00:05:41,36.6167,101.7667,260.61,71,68,1.06
377,Hamilton,US,2022-01-31 00:05:42,39.1834,-84.5333,273.84,69,20,3.09
378,Alugan,PH,2022-01-31 00:04:06,12.2188,125.4808,299.07,85,57,1.26
379,Eureka,US,2022-01-31 00:05:42,40.8021,-124.1637,286.62,80,89,1.06
380,Tulagi,SB,2022-01-31 00:05:43,-9.0996,160.1476,301.36,73,90,3.4
381,Mezhdurechenskiy,RU,2022-01-31 00:05:43,59.6,65.9333,252.57,100,100,0.49
382,Baranchinskiy,RU,2022-01-31 00:05:44,58.1617,59.6991,259.48,97,100,0.64
383,Ulaangom,MN,2022-01-31 00:05:44,49.9811,92.0667,240.89,92,90,1.35
384,Ciudad Bolivar,VE,2022-01-31 00:05:45,8.1222,-63.5497,301.09,53,42,6.28
385,Bonavista,CA,2022-01-31 00:05:45,48.6499,-53.1147,275.99,74,91,15.33
386,Jardim,BR,2022-01-31 00:05:46,-21.4803,-56.1381,298.33,79,34,2.5
387,Sao Filipe,CV,2022-01-31 00:05:46,14.8961,-24.4956,295.04,72,100,6.4
388,Miraflores,MX,2022-01-31 00:05:47,19.2167,-98.8083,295.39,42,4,1.69
389,Hannibal,US,2022-01-31 00:05:47,39.7084,-91.3585,271.66,64,0,1.54
390,Amqui,CA,2022-01-31 00:05:47,48.4638,-67.4313,259.15,79,87,5.69
391,Bundaberg,AU,2022-01-31 00:05:02,-24.85,152.35,302.71,66,14,0.89
392,Mehamn,NO,2022-01-31 00:05:48,71.0357,27.8492,269.42,82,97,0.97
393,Ishigaki,JP,2022-01-31 00:05:48,24.3448,124.1572,290.3,59,47,10.95
394,Marzuq,YE,2022-01-31 00:05:49,14.4,46.4667,288.26,81,6,2.12
395,High Level,CA,2022-01-31 00:05:49,58.5169,-117.136,255.21,85,100,5.66
396,Flinders,AU,2022-01-31 00:05:50,-34.5833,150.8552,301.58,68,17,2.68
397,Sur,OM,2022-01-31 00:05:50,22.5667,59.5289,294.3,68,0,1.29
398,Kurilsk,RU,2022-01-31 00:05:51,45.2333,147.8833,265.93,63,100,8.89
399,Calvinia,ZA,2022-01-31 00:05:51,-31.4707,19.776,299.73,38,100,2.32
400,Rognan,NO,2022-01-31 00:05:51,67.0953,15.3878,270.23,91,96,2.22
401,High Rock,BS,2022-01-31 00:05:52,26.6208,-78.2833,288.16,57,98,4.15
402,Gat,IL,2022-01-31 00:01:01,31.61,34.7642,282.26,100,0,2.45
403,Salinopolis,BR,2022-01-31 00:05:52,-0.6136,-47.3561,298.08,89,100,4.62
404,Sao Francisco,BR,2022-01-31 00:05:53,-15.9486,-44.8644,295.62,85,90,2.03
405,Altamira,BR,2022-01-31 00:05:53,-3.2033,-52.2064,295.7,98,100,0.41
406,Agadez,NE,2022-01-31 00:05:54,19.75,10.25,285.14,19,1,5.83
407,Pangnirtung,CA,2022-01-31 00:05:54,66.1451,-65.7125,243.47,83,90,2.61
408,Guatire,VE,2022-01-31 00:05:54,10.4762,-66.5427,293.81,92,70,1.38
409,Chino Valley,US,2022-01-31 00:05:55,34.7575,-112.4538,289.05,25,0,0.45
410,Chapais,CA,2022-01-31 00:02:46,49.7834,-74.8492,254.29,92,100,3.69
411,Mongo,TD,2022-01-31 00:05:55,12.1844,18.693,291.38,17,10,3.27
412,Portobelo,PA,2022-01-31 00:05:56,9.55,-79.65,299.84,74,9,5.45
413,Tarauaca,BR,2022-01-31 00:05:57,-8.1614,-70.7656,296.33,94,100,1.26
414,Alice Springs,AU,2022-01-31 00:06:34,-23.7,133.8833,296.9,94,75,4.12
415,Baruun-Urt,MN,2022-01-31 00:06:57,46.6806,113.2792,250.28,94,67,1.99
416,Asau,RO,2022-01-31 00:06:58,46.4333,26.4,277.57,65,99,7.38
417,Luganville,VU,2022-01-31 00:06:58,-15.5333,167.1667,300.24,85,100,4.76
418,Leo,BF,2022-01-31 00:06:58,11.1,-2.1,295.42,10,24,4.24
419,Santiago Del Estero,AR,2022-01-31 00:06:59,-27.7951,-64.2615,301.92,33,15,2.34
420,Bunschoten,NL,2022-01-31 00:06:59,52.2333,5.3667,278.74,85,100,6.87
421,Slave Lake,CA,2022-01-31 00:07:00,55.2834,-114.769,267.96,99,94,0.8
422,Taksimo,RU,2022-01-31 00:07:00,56.3444,114.8794,244.18,94,81,0.64
423,Mocuba,MZ,2022-01-31 00:07:01,-16.8392,36.9856,294.57,99,14,0.59
424,Longyearbyen,SJ,2022-01-31 00:07:01,78.2186,15.6401,260.06,66,0,8.23
425,Southbridge,US,2022-01-31 00:07:02,42.0751,-72.0334,263.95,60,6,1.87
426,Talara,PE,2022-01-31 00:07:02,-4.5772,-81.2719,295.44,82,79,4.04
427,Tabas,IR,2022-01-31 00:07:02,33.5959,56.9244,279.31,30,3,0.67
428,Bathsheba,BB,2022-01-31 00:07:03,13.2167,-59.5167,298.42,77,36,6.5
429,Puerto Baquerizo Moreno,EC,2022-01-31 00:07:04,-0.9,-89.6,296.89,78,100,4.61
430,Bara,NG,2022-01-31 00:07:04,10.3744,10.7288,291.57,21,84,4.07
431,Quime,BO,2022-01-31 00:07:04,-16.9833,-67.2167,284.39,96,100,1.27
432,Izumo,JP,2022-01-31 00:07:05,35.3667,132.7667,277.36,80,99,1.14
433,Wagga Wagga,AU,2022-01-31 00:07:05,-35.1167,147.3667,303.06,55,6,3.32
434,Inhambane,MZ,2022-01-31 00:07:06,-23.865,35.3833,296.74,82,47,3.0
435,Aklavik,CA,2022-01-31 00:07:06,68.2191,-135.0107,257.55,96,100,1.6
436,Matagami,CA,2022-01-31 00:07:07,49.7502,-77.6328,247.92,100,97,1.54
437,Lima,PE,2022-01-31 00:07:08,-12.0432,-77.0282,295.32,79,0,3.09
438,College,US,2022-01-31 00:07:08,64.8569,-147.8028,251.05,74,20,0.0
439,Khatauli,IN,2022-01-31 00:07:09,29.2833,77.7167,281.91,64,0,1.31
440,Hecun,CN,2022-01-31 00:07:09,36.5333,114.1111,271.95,26,0,6.97
441,Aksarka,RU,2022-01-31 00:07:10,66.5606,67.7975,248.27,100,90,1.66
442,Amla,IN,2022-01-31 00:07:10,21.9333,78.1167,285.91,31,3,1.26
443,Iberia,US,2022-01-31 00:07:10,29.9502,-91.7507,288.19,54,0,3.6
444,Balikpapan,ID,2022-01-31 00:07:11,-1.2675,116.8289,297.7,94,20,3.09
445,Kuzhithurai,IN,2022-01-31 00:07:11,8.3167,77.1833,298.97,89,4,1.43
446,Vila,PT,2022-01-31 00:07:12,42.0304,-8.1588,278.11,53,0,1.48
447,Kerema,PG,2022-01-31 00:07:12,-7.9631,145.7785,299.32,75,100,0.68
448,Nuuk,GL,2022-01-31 00:05:32,64.1835,-51.7216,263.49,62,40,9.26
449,Westport,US,2022-01-31 00:07:13,41.1415,-73.3579,269.05,55,0,1.79
450,Sao Joao Da Barra,BR,2022-01-31 00:07:13,-21.6403,-41.0511,297.36,92,28,1.95
451,Sao Felix Do Xingu,BR,2022-01-31 00:07:14,-6.6447,-51.995,293.99,96,100,0.49
452,Brownwood,US,2022-01-31 00:05:35,31.7093,-98.9912,293.77,20,0,3.6
453,Taltal,CL,2022-01-31 00:07:15,-25.4,-70.4833,292.28,78,23,2.64
454,Kaitangata,NZ,2022-01-31 00:07:15,-46.2817,169.8464,294.22,70,18,2.66
455,Esna,EG,2022-01-31 00:07:15,25.2934,32.554,284.78,42,100,4.03
456,Boa Vista,BR,2022-01-31 00:04:50,2.8197,-60.6733,303.35,44,93,3.56
457,Goderich,CA,2022-01-31 00:07:16,43.7501,-81.7165,269.21,86,84,3.12
458,Belmonte,BR,2022-01-31 00:07:17,-15.8631,-38.8828,299.86,83,9,5.12
459,Cockburn Town,TC,2022-01-31 00:05:21,21.4612,-71.1419,297.07,72,90,8.94
460,Los Llanos De Aridane,ES,2022-01-31 00:08:17,28.6585,-17.9182,288.01,67,0,3.09
461,Puerto Lempira,HN,2022-01-31 00:08:18,15.2667,-83.7667,296.44,71,88,7.4
462,Chipinge,ZW,2022-01-31 00:08:18,-20.1883,32.6236,288.69,90,43,1.37
463,Alofi,NU,2022-01-31 00:08:18,-19.0595,-169.9187,296.26,86,100,3.0
464,Cerro Azul,MX,2022-01-31 00:08:19,21.2,-97.7333,290.79,80,66,4.77
465,Kupang,ID,2022-01-31 00:08:19,-10.1667,123.5833,302.47,74,40,5.66
466,Corinto,GR,2022-01-31 00:08:20,37.9407,22.9573,281.86,81,24,3.99
467,Zhanaozen,KZ,2022-01-31 00:08:20,43.3,52.8,276.73,66,100,6.33
468,Dingle,PH,2022-01-31 00:08:21,10.9995,122.6711,298.93,85,47,2.33
469,Mata,PT,2022-01-31 00:08:21,40.683,-7.4592,279.04,45,57,1.24
470,Mountain Home,US,2022-01-31 00:08:17,43.133,-115.6912,270.89,78,47,2.33
471,Mount Pleasant,US,2022-01-31 00:08:22,32.7941,-79.8626,282.59,61,0,2.68
472,North Augusta,US,2022-01-31 00:08:22,33.5018,-81.9651,285.12,51,0,2.06
473,Auki,SB,2022-01-31 00:08:23,-8.7676,160.7034,302.91,69,91,1.68
474,Lebanon,US,2022-01-31 00:08:24,36.2081,-86.2911,283.27,55,0,0.0
475,Thunder Bay,CA,2022-01-31 00:08:24,48.4001,-89.3168,261.79,71,100,0.79
476,Yingcheng,CN,2022-01-31 00:08:25,30.95,113.55,276.51,79,100,1.52
477,Zhengjiatun,CN,2022-01-31 00:08:25,43.5064,123.5064,258.53,82,26,2.63
478,Jauja,PE,2022-01-31 00:08:26,-11.7758,-75.4966,281.43,92,100,1.24
479,West Wendover,US,2022-01-31 00:08:26,40.7391,-114.0733,276.12,34,5,1.06
480,Nisia Floresta,BR,2022-01-31 00:08:26,-6.0911,-35.2086,298.85,83,21,3.17
481,Carauari,BR,2022-01-31 00:08:27,-4.8828,-66.8958,296.57,95,94,1.04
482,Labuhan,ID,2022-01-31 00:08:27,-6.8844,112.2051,299.39,85,100,3.63
483,Bone,DE,2022-01-31 00:08:28,51.9669,12.1396,277.18,70,92,4.97
484,El Molino,CO,2022-01-31 00:08:28,10.6523,-72.924,297.63,67,28,2.44
485,Great Falls,US,2022-01-31 00:06:49,47.5002,-111.3008,281.81,31,0,4.92
486,Aasiaat,GL,2022-01-31 00:08:29,68.7098,-52.8699,250.27,95,95,4.76
487,Port Hardy,CA,2022-01-31 00:08:30,50.6996,-127.4199,278.01,78,100,6.02
488,Del Rio,US,2022-01-31 00:08:30,29.3627,-100.8968,295.21,33,0,5.66
489,Tamandare,BR,2022-01-31 00:08:31,-8.7597,-35.1047,299.02,83,74,3.33
490,Sampit,ID,2022-01-31 00:08:31,-2.5333,112.95,297.06,85,100,0.77
491,Champerico,GT,2022-01-31 00:08:31,14.3,-91.9167,301.64,71,4,3.97
492,Takoradi,GH,2022-01-31 00:08:32,4.8845,-1.7554,298.86,83,74,2.01
493,Inverness,GB,2022-01-31 00:08:32,57.4791,-4.224,278.83,84,75,2.68
494,Maputo,MZ,2022-01-31 00:08:33,-25.9653,32.5892,296.05,94,97,0.96
495,Abaza,RU,2022-01-31 00:08:33,52.655,90.0928,251.76,97,20,1.52
496,Kargasok,RU,2022-01-31 00:08:34,59.0556,80.8572,258.78,96,100,3.93
497,Grecia,US,2022-01-31 00:08:34,43.2098,-77.6931,266.25,67,72,2.67
498,Tabou,CI,2022-01-31 00:08:35,4.423,-7.3528,299.33,87,20,2.45
499,Khani,GE,2022-01-31 00:08:35,41.9563,42.9566,272.91,82,100,3.28
500,Vaitape,PF,2022-01-31 00:08:36,-16.5167,-151.75,300.39,71,18,5.25
501,Fort Nelson,CA,2022-01-31 00:08:36,58.8053,-122.7002,256.08,91,100,3.07
502,Erzincan,TR,2022-01-31 00:06:06,39.75,39.5,262.76,85,75,1.03
503,Hoganas,SE,2022-01-31 00:09:37,56.1997,12.558,275.43,58,49,0.89
504,San Mateo Ixtatan,GT,2022-01-31 00:09:37,15.8319,-91.4781,279.52,94,42,0.63
505,Berlevag,NO,2022-01-31 00:09:38,70.8578,29.0864,271.42,66,100,4.67
506,Rujewa,TZ,2022-01-31 00:09:38,-8.7,34.3833,289.97,93,79,1.38
507,Balkanabat,TM,2022-01-31 00:09:39,39.5108,54.3671,279.95,50,93,1.91
508,Yuncheng,CN,2022-01-31 00:09:39,35.0231,110.9928,270.18,46,6,2.12
509,Waipawa,NZ,2022-01-31 00:09:40,-41.4122,175.5153,296.44,63,60,4.33
510,Dinard,FR,2022-01-31 00:09:40,48.6314,-2.0614,283.53,97,75,2.57
511,Sitka,US,2022-01-31 00:09:41,57.0531,-135.33,277.09,75,40,2.06
512,Myaundzha,RU,2022-01-31 00:09:41,63.0494,147.1858,247.17,99,90,1.93
513,Naze,JP,2022-01-31 00:09:42,28.3667,129.4833,285.0,62,94,8.31
514,Banda Aceh,ID,2022-01-31 00:09:42,5.5577,95.3222,297.83,81,64,3.17
515,Kutum,SD,2022-01-31 00:09:43,14.2,24.6667,283.97,19,1,4.12
516,Kazachinskoye,RU,2022-01-31 00:09:43,57.6953,93.2761,251.1,100,92,0.52
517,Nchelenge,ZM,2022-01-31 00:09:43,-9.3451,28.734,292.89,89,98,1.27
518,Port Macquarie,AU,2022-01-31 00:09:44,-31.4333,152.9167,301.98,69,8,2.89
519,Leningradskiy,RU,2022-01-31 00:09:44,69.3833,178.4167,247.45,94,80,1.89
520,Rocha,UY,2022-01-31 00:09:45,-34.4833,-54.3333,293.11,82,0,4.74
521,Cleveland,US,2022-01-31 00:05:04,41.4995,-81.6954,266.41,83,75,2.57
522,Tucurui,BR,2022-01-31 00:05:03,-3.7661,-49.6725,297.08,88,99,0.54
523,Lanzhou,CN,2022-01-31 00:09:45,36.0564,103.7922,266.49,58,33,0.07
524,Cayenne,GF,2022-01-31 00:08:08,4.9333,-52.3333,299.31,86,0,1.34
525,Yamada,JP,2022-01-31 00:09:46,39.4667,141.95,270.86,49,55,2.35
526,Havoysund,NO,2022-01-31 00:09:47,70.9963,24.6622,272.64,64,96,6.4
527,Kibungo,RW,2022-01-31 00:09:47,-2.1597,30.5427,292.66,94,100,0.92
528,Igarka,RU,2022-01-31 00:09:47,67.4667,86.5833,253.11,97,99,4.86
529,Fuerte,PH,2022-01-31 00:09:48,17.5381,120.3644,297.27,73,14,4.08
530,Sioux Lookout,CA,2022-01-31 00:09:48,50.1001,-91.917,261.27,97,100,1.48
531,Shelbyville,US,2022-01-31 00:07:42,35.4834,-86.4603,282.84,39,0,1.54
532,Longonjo,AO,2022-01-31 00:09:49,-12.9067,15.2533,288.89,98,100,1.53
533,Torbay,CA,2022-01-31 00:05:29,47.6666,-52.7314,275.59,82,100,4.02
534,Chase,CA,2022-01-31 00:09:50,50.8165,-119.6857,276.56,95,100,2.12
535,Teguise,ES,2022-01-31 00:09:50,29.0605,-13.564,288.27,51,0,2.06
536,Tromso,NO,2022-01-31 00:09:51,69.6496,18.957,268.16,80,0,0.89
537,Nemuro,JP,2022-01-31 00:09:51,43.3236,145.575,264.39,63,34,5.93
538,Minas,UY,2022-01-31 00:09:52,-34.3759,-55.2377,296.22,63,1,3.37
539,Huarmey,PE,2022-01-31 00:09:52,-10.0681,-78.1522,294.94,84,100,3.6
540,Touros,BR,2022-01-31 00:09:53,-5.1989,-35.4608,299.92,78,18,5.35
541,Senno,RU,2022-01-31 00:09:53,59.5336,33.9167,267.18,93,100,4.11
542,Gravdal,NO,2022-01-31 00:09:27,68.1214,13.5031,272.3,49,92,2.4
543,Sire,NG,2022-01-31 00:09:54,12.9299,5.2043,293.17,11,5,6.93
544,Porto-Vecchio,FR,2022-01-31 00:09:54,41.591,9.2795,283.89,93,75,0.51
545,Swan Hill,AU,2022-01-31 00:09:54,-35.3378,143.5544,304.78,20,0,3.29
546,Kharp,RU,2022-01-31 00:10:55,66.8014,65.8081,250.13,100,99,0.68
547,Dutlwe,BW,2022-01-31 00:10:55,-23.9833,23.9,292.73,87,99,5.95
548,Leh,IN,2022-01-31 00:10:53,34.1667,77.5833,259.87,95,100,0.95
549,Pisco,PE,2022-01-31 00:10:56,-13.7,-76.2167,296.18,73,75,2.06
550,Palasa,IN,2022-01-31 00:08:19,18.7667,84.4167,290.18,79,0,1.7
551,Plettenberg Bay,ZA,2022-01-31 00:10:57,-34.0527,23.3716,293.55,92,71,0.76
552,Sola,VU,2022-01-31 00:10:57,-13.8833,167.55,297.69,89,100,3.39
553,Nhulunbuy,AU,2022-01-31 00:10:57,-12.2333,136.7667,303.49,74,75,7.2
554,Tigil,RU,2022-01-31 00:10:58,57.8,158.6667,272.17,67,100,11.82
555,Marawi,PH,2022-01-31 00:08:05,7.9986,124.2928,292.4,83,44,0.63
556,Karoi,ZW,2022-01-31 00:10:58,-16.8099,29.6925,290.16,96,97,2.49
557,Raychikhinsk,RU,2022-01-31 00:10:59,49.7838,129.4121,243.32,99,52,1.31
558,Nueva Guinea,NI,2022-01-31 00:11:00,11.6876,-84.4562,294.56,89,33,4.32
559,Talnakh,RU,2022-01-31 00:11:00,69.4865,88.3972,246.6,94,87,4.05
560,Mazatlan,MX,2022-01-31 00:07:56,23.2167,-106.4167,298.13,79,75,0.45
561,Tulsipur,NP,2022-01-31 00:11:01,28.131,82.2973,281.81,81,0,1.88
562,Lakselv,NO,2022-01-31 00:11:01,70.0513,24.9718,258.05,92,59,1.03
563,Olden,NO,2022-01-31 00:11:02,61.8364,6.8064,271.48,88,100,2.9
564,Leshukonskoye,RU,2022-01-31 00:11:02,64.8989,45.7622,260.0,96,100,2.37
565,Hazorasp,UZ,2022-01-31 00:11:03,41.3194,61.0742,267.06,68,97,4.19
