City_ID,City,Country,Max Temp,Current Conditions,Lat,Lng,Hotel Name
346,Bosaso,SO,298.14,scattered clouds,11.2842,49.1816,Red Sea Hotel
347,Suez,EG,283.08,clear sky,29.9737,32.5263,Green House
348,Rawson,AR,294.8,clear sky,-43.3002,-65.1023,Hosteria Sampedro
349,Kjopsvik,NO,269.91,overcast clouds,68.097,16.3742,Stetind Hotell
350,Rawlins,US,268.39,clear sky,41.7911,-107.2387,"Holiday Inn Express Rawlins, an IHG Hotel"
351,Gouyave,GD,298.58,few clouds,12.1646,-61.7296,Rumboat Retreat
352,Tongliao,CN,262.17,clear sky,43.6125,122.2653,Meirujia Hotel
353,Ribeira Grande,PT,288.76,few clouds,38.5167,-28.7,Quinta da Meia Eira
354,Grand Gaube,MU,301.14,overcast clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
355,Praya,CV,294.45,clear sky,14.9215,-23.5087,LT Aparthotel
356,Port Keats,AU,302.02,light rain,-14.25,129.55,TDC Village (Hundred Man Camp)
357,Esperance,AU,294.06,broken clouds,-33.8667,121.9,Hospitality Esperance
361,Lata,PT,283.74,clear sky,40.1629,-8.3327,Casa Maquia
362,Peleduy,RU,257.14,overcast clouds,59.6289,112.7406,Гостиница «Уют»
363,Inongo,CD,295.82,broken clouds,-1.95,18.2667,Hotel Du Lac
364,Mogadishu,SO,298.08,few clouds,2.0371,45.3438,Hotel Juba
365,Sulangan,PH,300.38,broken clouds,11.1373,123.7228,Maia's Beach Resort
368,Nobres,BR,294.61,overcast clouds,-14.7203,-56.3275,Hotel Portal Nobres
369,Bambanglipuro,ID,298.49,overcast clouds,-7.95,110.2833,Puri Brata
371,Flinders,AU,306.37,light rain,-34.5833,150.8552,Shellharbour Resort & Conference Centre
372,Conakry,GN,295.02,broken clouds,9.538,-13.6773,Riviera Royal Hotel
373,Ancud,CL,288.28,overcast clouds,-41.8697,-73.8203,Hotel Arena Gruesa
374,Alice,US,288.91,scattered clouds,27.7523,-98.0697,"Holiday Inn Express & Suites Alice, an IHG Hotel"
375,Robertsport,LR,298.38,broken clouds,6.7533,-11.3686,Kwepunha Retreat
376,Civitanova Marche,IT,280.29,scattered clouds,43.307,13.7206,Cosmopolitan Business Hotel
377,George,ZA,292.9,fog,-33.963,22.4617,Protea Hotel by Marriott George King George
378,Kerema,PG,300.52,light rain,-7.9631,145.7785,Frena Lodge
379,Brae,GB,282.1,overcast clouds,60.3964,-1.353,Busta House Hotel
380,Cabo San Lucas,MX,293.43,clear sky,22.8909,-109.9124,Hotel Tesoro Los Cabos
381,Mareeba,AU,302.84,light rain,-17.0,145.4333,Trinity Plains Tourist Park
382,Champerico,GT,299.46,few clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
383,Northam,GB,282.83,overcast clouds,51.0333,-4.2167,Durrant House Hotel
384,Khorramshahr,IR,286.13,mist,30.4397,48.1664,دفتر نمایندگی شرکت بازاریابان ایرانیان زمینBIZ
386,Cap Malheureux,MU,301.19,overcast clouds,-19.9842,57.6142,Pereybere Hotel & Spa
387,Erenhot,CN,261.93,clear sky,43.6475,111.9767,Erenhot Rurouni Youth Hostel
388,Wilmington,US,278.1,clear sky,34.2257,-77.9447,"Hotel Ballast Wilmington, Tapestry Collection by Hilton"
389,Coihaique,CL,289.12,broken clouds,-45.5752,-72.0662,Diego De Almagro Coyhaique
390,La Macarena,CO,296.2,overcast clouds,2.1837,-73.7849,Hotel Punto Verde
391,Ormara,PK,296.22,clear sky,25.2088,64.6357,Crystal Beach and Camping Resort Ormara
392,Kahului,US,297.16,scattered clouds,20.8947,-156.47,Maui Seaside Hotel
393,Forbes,AU,298.1,light rain,-33.3833,148.0167,Lake Forbes Motel
394,Hofn,IS,270.09,scattered clouds,64.2539,-15.2082,Hótel Höfn
395,Cravo Norte,CO,299.09,overcast clouds,6.3017,-70.2041,Hotel Potosí Los Mirtos
396,Ishinomaki,JP,278.15,overcast clouds,38.4167,141.3,Hotel Route Inn Ishinomaki Henan Inter
397,San Jeronimo,PE,281.15,moderate rain,-11.9472,-75.2829,Tuki Llajta Pueblo Bonito Eco Lodge
398,Mantua,IT,281.88,scattered clouds,45.1667,10.7833,Hotel la Favorita
399,Tena,EC,294.86,overcast clouds,-0.9833,-77.8167,Hostal Tena Ñaui
400,Nampula,MZ,295.12,scattered clouds,-15.1165,39.2666,BUTIK Hotel
401,Moose Factory,CA,258.15,overcast clouds,51.2585,-80.6094,Moosonee Lilypad
402,Orcopampa,PE,280.19,overcast clouds,-15.2661,-72.3417,Happy Wasi
403,Pahrump,US,283.01,overcast clouds,36.2083,-115.9839,Best Western Pahrump Oasis
404,Lasa,IT,271.56,light snow,46.6166,10.7002,Pension Feldgärtenhof
405,Faanui,PF,300.37,light rain,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
406,Naron,ES,283.16,few clouds,43.5167,-8.1528,Marcial
407,Virpur,IN,296.65,clear sky,23.1833,73.4833,"Khodiyar temple, Gadheli"
408,Poquoson,US,277.17,clear sky,37.1224,-76.3458,Whitehouse Cove
410,Pangnirtung,CA,238.74,overcast clouds,66.1451,-65.7125,Kilabuk Lodge
412,Tigzirt,DZ,284.97,broken clouds,36.8886,4.1198,Bloc D tazoumbirt (amar)
413,Jiazi,CN,285.7,overcast clouds,22.8779,116.067,Hotel Jin Hao
414,Onega,RU,261.44,overcast clouds,63.9061,38.1404,Lunny Kot Guest House
415,Ipameri,BR,292.4,overcast clouds,-17.7219,-48.1597,Real Hotel
416,Larsnes,NO,273.53,light snow,62.2028,5.5773,Liset Feriesenter AS
417,Leh,IN,259.84,overcast clouds,34.1667,77.5833,Hotel Ladakh Greens
418,Nouadhibou,MR,293.14,overcast clouds,20.931,-17.0347,El Medina
419,Danville,US,274.39,clear sky,36.586,-79.395,"Holiday Inn Express Danville, an IHG Hotel"
420,Touros,BR,297.65,broken clouds,-5.1989,-35.4608,INN NEW HORIZON
421,Solnechnyy,RU,259.05,overcast clouds,50.7214,136.6319,Hotel complex Pastoral
422,Klaksvik,FO,279.66,overcast clouds,62.2266,-6.589,Airbnb rooms
423,Pullman,US,273.28,clear sky,46.7313,-117.1796,"Holiday Inn Express & Suites Pullman, an IHG Hotel"
424,Punta Alta,AR,293.27,clear sky,-38.8759,-62.0736,Center Hotel Punta Alta
427,Tual,ID,301.9,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
428,Presidencia Roque Saenz Pena,AR,296.5,broken clouds,-26.7852,-60.4388,Hotel Gualok
429,Sokna,NO,268.52,broken clouds,60.24,9.9235,Geitekastet
430,Komsomolsk,UA,269.84,overcast clouds,49.0097,33.6455,Гостинница Славутич
431,Agbor,NG,292.13,overcast clouds,6.2518,6.1934,MIRAMAS HOTEL
433,Goderich,CA,267.54,few clouds,43.7501,-81.7165,Harmony Inn
434,Aasiaat,GL,258.35,light snow,68.7098,-52.8699,Hotel Aasiaat Sømandshjem
435,Gemena,CD,292.13,overcast clouds,3.25,19.7667,Hôtel Goshen
436,Anupgarh,IN,292.09,clear sky,29.1911,73.2086,Kushal & Vishal DTH Kappa Internet Service
437,Anapskaya,RU,275.28,broken clouds,44.89,37.38,Continent Hotel
438,Abu Zabad,SD,285.46,clear sky,12.35,29.25,حامد محمد نور
439,Zhangjiakou,CN,265.22,light snow,40.81,114.8794,Shell Zhangjiakou City Qiaodong District Ginza Hotel
440,Datong,CN,266.38,clear sky,40.0936,113.2914,Holiday Inn Datong City Centre
441,Fujin,CN,261.21,few clouds,47.26,132.0322,Xilong Hotel Fujin Shop
442,Talnakh,RU,257.71,overcast clouds,69.4865,88.3972,Talnakh Hotel
443,Camana,PE,294.69,few clouds,-16.6228,-72.7111,Hostal Morales
444,Richards Bay,ZA,297.52,scattered clouds,-28.783,32.0377,BON Hotel Waterfront Richards Bay
445,Gravelbourg,CA,257.3,overcast clouds,49.8834,-106.5512,Historic Bishops Residence Bed & Breakfast
446,Kirovskiy,RU,261.36,overcast clouds,45.0917,133.5136,"Uyut, Gostinitsa"
448,Ponta Delgada,PT,287.55,few clouds,37.7333,-25.6667,Vila Nova Hotel
449,Rio Grande,BR,292.21,scattered clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
450,Okha,RU,258.55,overcast clouds,53.5739,142.9478,"Gostinitsa ""Sakhalin-Sfera"""
451,Jeremie,HT,297.03,scattered clouds,18.65,-74.1167,Auberge’Inn
452,Portree,GB,282.51,overcast clouds,57.4129,-6.1942,The Royal Hotel
454,Marovoay,MG,299.23,broken clouds,-16.1,46.6333,Hôtel les Oliviers Marovoay
455,Ambon,ID,305.23,light rain,-3.6954,128.1814,Swiss-Belhotel Ambon
456,Oparino,RU,265.12,overcast clouds,59.8518,48.2783,"Gostinitsa ""Oparino"""
457,Fort Nelson,CA,246.92,few clouds,58.8053,-122.7002,The Fort Nelson Hotel
458,Svetlyy,RU,273.18,overcast clouds,54.675,20.1347,"Gostinitsa-Kafe, Alena"
459,Bac,RS,274.78,overcast clouds,45.3919,19.2367,Agencija ABS
460,Casino,AU,308.05,light rain,-28.8667,153.05,Squatters Homestead Motel
461,Saint-Pierre,RE,301.95,broken clouds,-21.3393,55.4781,Lindsey Hôtel
463,Dauphin,CA,263.23,overcast clouds,51.1494,-100.0502,Canway Inn & Suites
464,Sur,OM,298.65,clear sky,22.5667,59.5289,Sur Plaza Hotel
465,Bilibino,RU,257.71,overcast clouds,68.0546,166.4372,Gostinitsa Severyanka
466,Broken Hill,AU,296.99,overcast clouds,-31.95,141.4333,Royal Exchange Hotel
467,Nizhniy Odes,RU,252.48,overcast clouds,63.6445,54.856,Gostinitsa Uyut
468,Baker City,US,270.27,broken clouds,44.7749,-117.8344,Bridge Street Inn
469,Tura,IN,292.58,broken clouds,25.5198,90.2201,Hotel RIKMAN Continental
470,Buala,SB,302.32,light rain,-8.145,159.5921,Maringe Lagoon Lodge
471,Concordia,AR,294.14,clear sky,-31.393,-58.0209,Palmar Hotel Casino
472,Cedar City,US,276.7,scattered clouds,37.6775,-113.0619,Hampton Inn Cedar City
473,Salamiyah,SY,278.81,clear sky,35.0113,37.0532,Gondolas Forum grandchildren and grandparents
474,Vinh,VN,288.72,overcast clouds,18.6667,105.6667,Khách Sạn Thương Mại
475,Boyolangu,ID,302.5,overcast clouds,-8.1181,111.8935,Yos ega cv
477,Itacoatiara,BR,296.15,overcast clouds,-3.1431,-58.4442,BBB Rooms Centro Itacoatiara AM
478,Tucurui,BR,294.46,overcast clouds,-3.7661,-49.6725,BBB Rooms Centro Tucurui PA
479,Maldonado,UY,287.81,clear sky,-34.6667,-54.9167,La Cimarrona
480,Kimbe,PG,300.96,moderate rain,-5.5502,150.1429,Kimbe Bay Hotel
482,Mezen,RU,255.42,overcast clouds,65.8522,44.24,Gostevoy Dom Everest
483,Hermiston,US,277.99,overcast clouds,45.8404,-119.2895,Oxford Suites Hermiston
485,Ganlose,DK,275.35,overcast clouds,55.7912,12.2642,SoegaardensBB
486,Lingao,CN,290.56,overcast clouds,19.9103,109.6859,Lingao Ditai Inn
487,Makakilo City,US,296.33,clear sky,21.3469,-158.0858,Marriott's Ko Olina Beach Club
488,Kearney,US,279.46,scattered clouds,40.6995,-99.0815,"Holiday Inn Kearney, an IHG Hotel"
489,Plouzane,FR,282.33,overcast clouds,48.3833,-4.6167,Lymina
490,Jinchang,CN,268.37,overcast clouds,38.4953,102.1739,Mingshihui Jinchang International Hotel
491,Caranavi,BO,290.75,overcast clouds,-15.8167,-67.55,Hotel LANDIVAR
493,Santa Maria Da Vitoria,BR,293.96,overcast clouds,-13.3947,-44.1886,Pousada Rio Current
494,Kismayo,SO,299.56,overcast clouds,-0.3582,42.5454,Agan-Hotel
495,Yar-Sale,RU,245.96,scattered clouds,66.8333,70.8333,Yalemd
496,Manadhoo,MV,301.51,broken clouds,5.7667,73.3833,Bon Abri maldives
497,Santa Marta,CO,300.31,few clouds,11.2408,-74.199,Casa de Isabella
498,Lundazi,ZM,291.55,broken clouds,-12.2929,33.1782,Knox Lodge
499,Camacha,PT,289.57,few clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
500,Asau,RO,271.35,overcast clouds,46.4333,26.4,Casa Mika Ciobanus
501,Bayan,CN,259.48,broken clouds,46.0833,127.4,Wanhao Inn
502,Verkh-Chebula,RU,265.6,overcast clouds,56.0308,87.6218,Gostinitsa
503,San Patricio,US,289.2,broken clouds,28.017,-97.5169,"Motel 6 Sinton, TX"
504,Fairbanks,US,246.26,clear sky,64.8378,-147.7164,Westmark Fairbanks Hotel & Conference Center
505,Husavik,IS,267.1,light snow,66.0449,-17.3389,Bjarnabúð
506,Sabang,ID,301.01,overcast clouds,5.8933,95.3214,Hotel Citra
507,Mwandiga,TZ,293.56,overcast clouds,-4.83,29.6581,One Point
508,Natal,BR,299.27,few clouds,-5.795,-35.2094,Villa Park Hotel | Natal
509,Maple Creek,CA,257.18,overcast clouds,49.9168,-109.4848,Willowbend Campground & Cabins
510,Wanning,CN,296.15,overcast clouds,18.8003,110.3967,Paradise Hotel
511,Upernavik,GL,242.39,overcast clouds,72.7868,-56.1549,Gina's Guesthouse - Upernavik
512,Casas Grandes,MX,282.57,broken clouds,30.3667,-107.95,Pueblo del Soul B&B
513,Flagstaff,US,279.33,clear sky,35.1981,-111.6513,Drury Inn & Suites Flagstaff
515,Mongu,ZM,292.32,overcast clouds,-15.2484,23.1274,Country Lodge Mongu
516,Los Llanos De Aridane,ES,287.66,clear sky,28.6585,-17.9182,Valle Aridane
517,Aksu,CN,271.61,scattered clouds,41.1231,80.2644,Pudong Holiday Hotel
518,Dakar,SN,293.64,overcast clouds,14.6937,-17.4441,Redface Studios Meublés
519,Auki,SB,301.52,broken clouds,-8.7676,160.7034,Auki Motel
520,Awbari,LY,281.09,clear sky,26.5921,12.7805,فندق أوباري
521,Anadyr,RU,265.43,overcast clouds,64.75,177.4833,Отке17.ру — жильё для командированных
522,Cockburn Town,TC,296.95,overcast clouds,21.4612,-71.1419,Osprey Beach Hotel
523,Labuhan,ID,302.32,overcast clouds,-6.8844,112.2051,DoubleFAG
524,Bria,CF,290.67,scattered clouds,6.5423,21.9863,WFP Guesthouse
525,Bijar,IR,267.67,overcast clouds,35.8668,47.6051,رنگ فروشي جواهري
527,Inegol,TR,271.75,overcast clouds,40.0781,29.5133,Hotel Park Inegöl
528,Maihar,IN,295.78,clear sky,24.2667,80.75,Mrig Van Resort
529,Wexford,IE,283.46,overcast clouds,52.3342,-6.4575,Talbot Hotel Wexford
531,Kushmurun,KZ,267.38,overcast clouds,52.4503,64.6311,Gostinitsa Pri Depo
532,Byron Bay,AU,308.13,few clouds,-28.65,153.6167,Backpackers Inn
534,Springbok,ZA,293.59,clear sky,-29.6643,17.8865,Undulata Country Lodge
535,Trogir,HR,279.18,clear sky,43.5125,16.2517,Hotel Medena
536,Prudentopolis,BR,289.91,scattered clouds,-25.2131,-50.9778,Mayná Hotel Prudentópolis
537,Hualmay,PE,294.18,broken clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
538,Shenjiamen,CN,278.18,light rain,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
539,Dondo,MZ,296.35,clear sky,-19.6094,34.7431,Arco Iris
540,Freetown,SL,297.54,overcast clouds,8.484,-13.2299,The Country Lodge Hotel
541,Sachin,IN,297.09,mist,21.0833,72.8833,Hotel Ashish
542,Kenai,US,258.23,scattered clouds,60.5544,-151.2583,Aspen Extended Stay Suites
543,Tazovskiy,RU,255.93,overcast clouds,67.4667,78.7,TazHostel
544,Lucapa,AO,291.45,overcast clouds,-8.4192,20.7447,Residência Ulisses Dos Santos
545,Saint-Joseph,RE,301.35,overcast clouds,-21.3667,55.6167,"""Plantation Bed and Breakfast"
546,La Ronge,CA,252.29,broken clouds,55.1001,-105.2842,Northland Motor Hotel
547,Staroutkinsk,RU,266.56,overcast clouds,57.2302,59.3348,Staraya Utka
548,Jacqueville,CI,299.1,broken clouds,5.2052,-4.4146,Hotel Le Martin Pecheur
549,Meulaboh,ID,302.4,clear sky,4.1363,96.1285,Kost Pria
550,Rio Gallegos,AR,281.18,clear sky,-51.6226,-69.2181,Hotel Santa Cruz
551,Novita,CO,295.58,overcast clouds,4.9551,-76.6053,B/ Buenos Aires Sector Las Curvitas
553,Nyimba,ZM,292.97,few clouds,-14.5566,30.8149,Dali Dali Lodge
554,Marang,MY,303.11,scattered clouds,5.2056,103.2059,DBarakah Homestay
555,Maceio,BR,297.84,clear sky,-9.6658,-35.7353,Poutur Pousada
556,Dakoro,NE,284.0,clear sky,14.5106,6.765,Shagon mai liverpool
558,Roma,US,263.92,clear sky,43.2128,-75.4557,Wingate By Wyndham Rome
559,Del Rio,US,286.72,clear sky,29.3627,-100.8968,"Holiday Inn Express & Suites del Rio, an IHG Hotel"
560,Najran,SA,286.51,broken clouds,17.4924,44.1277,محمد هادي ال فطيح
561,Leningradskiy,RU,246.17,broken clouds,69.3833,178.4167,Gostinitsa
562,Juiz De Fora,BR,292.79,overcast clouds,-21.7642,-43.3503,Constantino Hotel
563,Samarai,PG,303.44,overcast clouds,-10.6167,150.6667,Nuli Sapi
564,Leshukonskoye,RU,253.44,overcast clouds,64.8989,45.7622,Pryalitsa Hostel
565,Ambatondrazaka,MG,294.95,overcast clouds,-17.8333,48.4167,MANAMBINA Hotel
566,Morlaix,FR,282.33,overcast clouds,48.5833,-4.0,Titulipe
567,Lakatoro,VU,298.18,overcast clouds,-16.0999,167.4164,Lakatoro Palm Lodge
569,Peniche,PT,284.12,clear sky,39.3558,-9.3811,Hotel Star inn Peniche
570,Saint Anthony,US,273.22,clear sky,45.0205,-93.218,Holiday Inn Express Roseville-St. Paul
571,Kohlu,PK,285.94,clear sky,29.8962,69.252,B &R Rest House
572,Hirara,JP,294.07,broken clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
573,Grajau,BR,295.36,scattered clouds,-5.8194,-46.1386,Hotel Confiança
574,Haines Junction,CA,239.12,scattered clouds,60.7522,-137.5108,Parkside Inn
575,Verkhoshizhemye,RU,268.74,overcast clouds,58.011,49.1038,Forest
576,Yeppoon,AU,309.03,broken clouds,-23.1333,150.7333,Villa Mar Colina
577,Zharkent,KZ,271.38,overcast clouds,44.1628,80.0,гостиница Satti
578,Kungalv,SE,276.54,overcast clouds,57.871,11.9805,Hotell Fars Hatt
579,Barcelona,ES,283.07,few clouds,41.3888,2.159,Axel Hotel Barcelona
581,Hainichen,DE,274.05,overcast clouds,50.9667,13.1167,Zimmervermietung Graupner
582,Huron,US,269.08,broken clouds,41.1501,-82.5499,Meadow Brook Mobile Estates
583,Eirunepe,BR,297.27,overcast clouds,-6.6603,-69.8736,Atrás de você
584,Enshi,CN,279.72,overcast clouds,30.3,109.4833,Moevenpick Enshi
585,Cardston,CA,260.62,overcast clouds,49.2,-113.3019,Flamingo Motel
586,Camargo,MX,284.67,scattered clouds,27.6667,-105.1667,Hotel Santa Fe
587,Morondava,MG,301.37,clear sky,-20.2833,44.2833,La Case Bambou
588,Wonthaggi,AU,297.25,broken clouds,-38.6044,145.5913,Wonthaggi Caravans & Trailers
589,Ilinskiy,RU,271.99,light snow,55.619,38.1182,Around the world
590,Hohhot,CN,264.31,clear sky,40.8106,111.6522,Sheraton Hohhot Hotel
592,Alyangula,AU,306.08,scattered clouds,-13.8483,136.4192,Groote Eylandt Lodge
594,Kayseri,TR,271.16,fog,38.737,35.4968,ibis Kayseri
595,Mujiayingzi,CN,265.11,clear sky,42.1167,118.7833,Jinjiang Hotel
596,Comodoro Rivadavia,AR,292.07,broken clouds,-45.8667,-67.5,Austral Hotel
597,Price,US,271.33,broken clouds,39.5994,-110.8107,National 9 - Price River Inn
598,Tipperary,IE,282.59,overcast clouds,52.4733,-8.1558,Aisling B&B
599,Hovd,MN,251.66,overcast clouds,48.0056,91.6419,Hotel Khovd
600,Te Anau,NZ,295.98,overcast clouds,-45.4167,167.7167,Kingsgate Hotel Te Anau
601,Lanzhou,CN,271.75,overcast clouds,36.0564,103.7922,Lanzhou Amdo Xiangbala Hotel
602,Diphu,IN,291.98,broken clouds,25.8333,93.4333,Hotel Kamakhya
603,Souillac,MU,301.68,light rain,-20.5167,57.5167,Shanti Maurice Resort & Spa
604,Koumac,NC,301.21,broken clouds,-20.5667,164.2833,Le Monitel
605,Ust-Koksa,RU,264.99,overcast clouds,50.2696,85.6108,Uymonskaya Dolina
606,Cayenne,GF,299.87,broken clouds,4.9333,-52.3333,Hôtel Le Dronmi
607,Salcaja,GT,284.75,broken clouds,14.8833,-91.45,Hacienda Grande Hotel
608,Sorland,NO,274.04,overcast clouds,67.667,12.6934,Sjybrygga fiskecamp
609,Turbat,PK,296.52,clear sky,26.0023,63.044,Mubashar Quarters
611,Yilan,TW,291.21,overcast clouds,24.757,121.753,Dar Chen Hotel
612,Carbonia,IT,282.04,few clouds,39.1672,8.5222,Lu 'Hotel
613,Monte Patria,CL,293.56,overcast clouds,-30.6919,-70.9467,Hotel Monte Cordillera
614,Nemuro,JP,271.13,broken clouds,43.3236,145.575,Hotel Nemuro Kaiyoutei
615,Powell,US,271.38,clear sky,40.1578,-83.0752,The Brig
616,San,ML,294.08,few clouds,13.3034,-4.8956,Hôtel Teriya
617,Dong Hoi,VN,291.2,overcast clouds,17.4833,106.6,Nam Long Hotel
618,Bonthe,SL,297.11,broken clouds,7.5264,-12.505,Bonthe Holiday Village
619,Bajil,YE,296.8,overcast clouds,15.0584,43.2851,فندق حضرموت
620,San Jose,US,285.01,scattered clouds,37.3394,-121.895,The Westin San Jose
621,Kazanlak,BG,276.02,overcast clouds,42.6167,25.4,Palas
622,Hay River,CA,252.13,light snow,60.8156,-115.7999,Ptarmigan Inn
623,Castanos,MX,288.9,clear sky,26.7833,-101.4167,Bomberos voluntarios castaños coahuila
624,Diffa,NE,287.0,clear sky,13.3154,12.6113,ProDAF/Diffa
625,Pskov,RU,269.1,mist,57.8136,28.3496,Zolotaya Naberezhnaya
626,Yartsevo,RU,269.21,light snow,55.0667,32.6964,Apel'sin
627,Kristiinankaupunki,FI,259.23,scattered clouds,62.2743,21.376,Hotel Alma
628,Kothen,DE,276.75,overcast clouds,51.75,11.9667,Hotel Anhalt
630,Mamallapuram,IN,302.18,broken clouds,12.6264,80.1722,Radisson Blu Resort Temple Bay Mamallapuram
631,Kyren,RU,260.19,scattered clouds,51.6828,102.1408,"Energetik, Pansionat Ooo ""Grand Baykal"""
632,Nigran,ES,283.73,clear sky,42.1415,-8.8066,Parador de Baiona
633,Mongo,TD,287.51,clear sky,12.1844,18.693,Résidences du Programme FIDA
634,Vadso,NO,264.24,fog,70.0744,29.7487,Scandic Vadsø
635,Barcelos,PT,283.23,clear sky,41.5388,-8.6151,Hotel Do Terço
636,Benguela,AO,296.26,overcast clouds,-12.5763,13.4055,Hotel Praia Morena
637,Salisbury,GB,282.64,overcast clouds,51.0693,-1.7957,Mercure Salisbury White Hart Hotel
638,Tommot,RU,254.26,overcast clouds,58.9564,126.2925,Gostinitsa Tommot
639,Peterhead,GB,284.37,overcast clouds,57.5058,-1.7981,Palace Hotel
640,Roald,NO,273.71,overcast clouds,62.5833,6.1333,Flem Cabins
641,Ecatepec,MX,289.64,clear sky,19.6011,-99.0525,Hotel Ecatepec
642,Bucak,TR,272.88,overcast clouds,37.4592,30.595,Gülay Apart
643,Raudeberg,NO,273.08,light snow,61.9875,5.1352,Nordre Silda.
644,Sumbe,AO,296.83,overcast clouds,-11.2061,13.8437,Hotel Ritz Sumbe
645,Manono,CD,292.89,overcast clouds,-7.3,27.4167,Hotel hewa bora
646,Brezova,CZ,273.6,light snow,50.1456,12.65,Penzion U Bílého koníka
647,Padang,ID,303.18,broken clouds,-0.9492,100.3543,Mercure Padang
648,Varkaus,FI,266.21,overcast clouds,62.3153,27.873,Hotel Oscar
649,Puerto Madero,MX,297.84,clear sky,14.7208,-92.4215,Hospedaje madero
650,Shimoda,JP,283.76,clear sky,34.6667,138.95,Shimoda Tokyu Hotel
651,Cukai,MY,302.96,broken clouds,4.25,103.4167,OYO 90038 Dalyla Inn Chalet
652,Takaka,NZ,296.79,overcast clouds,-40.85,172.8,Golden Bay Motels
653,Phangnga,TH,306.94,broken clouds,8.4509,98.5298,Sunimit Mansion
654,Arlit,NE,283.92,clear sky,18.7369,7.3853,Case de Passage De la Prefecture
655,Ulladulla,AU,306.91,overcast clouds,-35.35,150.4667,Sandpiper Motel
656,Creel,MX,274.38,clear sky,27.75,-107.6333,The Lodge at Creel Hotel & SPA
657,Nauta,PE,295.89,overcast clouds,-4.5061,-73.5757,Amazon Exploring Expedition - Eretzen Tá Lodge
658,Olafsvik,IS,267.99,light snow,64.8945,-23.7142,Hotel Olafsvik
659,Boa Vista,BR,299.33,broken clouds,2.8197,-60.6733,Aipana Plaza Hotel
661,La Paz,BO,280.14,broken clouds,-16.5,-68.15,Hotel Sagarnaga
663,Chateauroux,FR,273.68,clear sky,46.8167,1.7,Hôtel Kyriad Chateauroux
665,Palmer,US,263.16,few clouds,42.1584,-72.3287,Wedgewood Motel
666,Beira,MZ,299.2,few clouds,-19.8436,34.8389,Beira Terrace Hotel
667,Amarante Do Maranhao,BR,294.23,broken clouds,-5.5667,-46.7422,Hotéis Caçulinha
668,Mustasaari,FI,262.53,overcast clouds,63.1142,21.6822,Hotel Astor
669,Anloga,GH,298.2,overcast clouds,5.7947,0.8973,Pin Drop Hotel
670,Deputatskiy,RU,247.39,overcast clouds,69.3,139.9,Baza Otdykha
671,San Martin,AR,297.46,clear sky,-33.081,-68.4681,Club El Pelícano
672,Corinto,GR,287.29,overcast clouds,37.9407,22.9573,Ephira Hotel
673,Rincon,US,281.55,clear sky,32.296,-81.2354,Days Inn Rincon
674,Teahupoo,PF,298.13,light rain,-17.8333,-149.2667,Vanira Lodge
675,Colchester,GB,280.39,overcast clouds,51.8892,0.9042,North Hill Hotel
676,Llata,PE,284.94,overcast clouds,-9.4167,-76.7833,Hospedaje Familia Collazos Espinoza
677,College,US,246.25,clear sky,64.8569,-147.8028,Pike's Waterfront Lodge
678,Sandpoint,US,271.23,clear sky,48.2766,-116.5533,Hotel Ruby Sandpoint/Ponderay
679,Yabrud,SY,274.0,few clouds,33.9674,36.6574,صالة افراح الاندلس
680,Port-Gentil,GA,300.24,light rain,-0.7193,8.7815,Fengshui Residence
681,Amahai,ID,304.77,overcast clouds,-3.3333,128.9167,HOTEL ISABELA
682,Boguchany,RU,259.46,overcast clouds,58.3814,97.4531,Uyut
683,Launceston,AU,297.95,few clouds,-41.45,147.1667,Hotel Grand Chancellor Launceston
685,Metro,ID,303.59,overcast clouds,-5.1131,105.3067,OYO 3177 Wisma Lintang
686,Tecoanapa,MX,297.79,clear sky,16.5167,-98.75,Hotel Manglares
687,Mount Pleasant,US,279.14,clear sky,32.7941,-79.8626,Best Western Patriots Point
689,Jimenez,MX,285.38,scattered clouds,28.3333,-105.4,El torreon
690,Vanderhoof,CA,263.3,overcast clouds,54.0166,-124.0198,Vanderhoof Inn
691,Kulu,TR,269.25,overcast clouds,39.0951,33.0799,Kapadokya Motel
693,Tikaitnagar,IN,291.27,clear sky,26.95,81.5833,gaurav ka ghar
694,Sinnamary,GF,297.27,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
